zip,name,city,state,latitude,longitude,region,county,ugc_codes,cwa
36602,Mobile,Mobile,AL,30.6902256,-88.0382684,Southeast,,,
72201,Little Rock,Little Rock,AR,34.7504396,-92.28723,South Central,Pulaski County,,
85320,Aguila,Aguila,AZ,33.9444734,-113.1707471,Southwest,Maricopa County,,
90802,1st Street,Long Beach,CA,33.7687147,-118.1893988,West,Los Angeles County,,
81601,Glenwood Springs,Glenwood Springs,CO,39.5480293,-107.323127,Mountain,Garfield County,,
06320,New London,New London,CT,41.3542141,-72.093068,Northeast,,,
20036,Dupont Circle,Washington,DC,38.9097455,-77.0435618,,,,
19801,Wilmington,Wilmington,DE,39.7367534,-75.5511036,Mid-Atlantic,New Castle County,,
34760,Disney's Contemporary Resort,Lake Buena Vista,FL,28.4147901,-81.5745762,Southeast,Orange County,,
30303,Five Points,Atlanta,GA,33.7538868,-84.3915963,Southeast,Fulton County,,
96818,Makalapa / Joint Base Pearl Harbor–Hickam,Honolulu,HI,21.3520478,-157.9353975,Pacific,,,
50036,Rose's Landing,Yell Township,IA,42.1265713,-93.9506555,Midwest,Boone County,,
83852,Sandpoint,Sandpoint,ID,48.2764307,-116.5456264,Mountain,Bonner County,,
60515,Downers Grove Main Street,Downers Grove,IL,41.795544,-88.0086302,Midwest,,,
46628,South Bend Airport,South Bend,IN,41.7007733,-86.3110063,Midwest,,,
66601,Topeka,Topeka,KS,39.0514425,-95.6647525,Midwest,Shawnee County,,
41056,South Shore-South Portsmouth,South Shore,KY,38.7213618,-82.9633214,Southeast,Greenup County,,
70113,New Orleans,New Orleans,LA,29.9461665,-90.0784417,South Central,Orleans Parish,,
02318,Harvard,Cambridge,MA,42.3734198,-71.1189303,Northeast,Middlesex County,,
20899,Metropolitan Grove,Gaithersburg,MD,39.1496852,-77.2267162,Mid-Atlantic,Montgomery County,,
04535,Sheepscot,Alna,ME,44.0604629,-69.6235305,Northeast,,,
48243,Millender Center,Detroit,MI,42.3302674,-83.0419372,Midwest,Wayne County,,
55802,Duluth Union Depot,Duluth,MN,46.7811706,-92.1035754,Midwest,,,
63130,Skinker,Saint Louis,MO,38.6493104,-90.3003768,Midwest,,,
39216,Jackson,Jackson,MS,32.3012717,-90.1910589,Southeast,Hinds County,,
59755,The Virginia City Depot,Virginia City,MT,45.2926808,-111.9497984,Mountain,Madison County,,
28203,East/West Boulevard,Charlotte,NC,35.2122117,-80.8589291,Southeast,,,
58707,Minot,Minot,ND,48.236088,-101.298749,Midwest,Ward County,,
68508,Lincoln,Lincoln,NE,40.8158902,-96.7139182,Midwest,,,
03849,Silver lake Railroad,Madison,NH,43.8882657,-71.1734338,Northeast,Carroll County,,
07311,Harborside Financial Center,Jersey City,NJ,40.7194979,-74.0339995,Mid-Atlantic,Hudson County,,
88210,Pecos Valley Railroad Depot,Artesia,NM,32.8448345,-104.3963516,Southwest,Eddy County,,
89169,Westgate,Winchester,NV,36.1371332,-115.1529387,West,Clark County,,
10468,183rd Street,New York,NY,40.8584149,-73.9038667,Mid-Atlantic,Bronx County,,
43506,Bryan,Bryan,OH,41.4803029,-84.5518733,Midwest,Williams County,,
74960,Stilwell,Stilwell,OK,35.8138669,-94.6257297,South Central,Adair County,,
97031,Pine Grove,Pine Grove,OR,45.6537243,-121.5084419,West,Hood River County,,
18938,New Hope Station,New Hope,PA,40.3650785,-74.9535619,Mid-Atlantic,Bucks County,,
02902,Providence,Providence,RI,41.8292289,-71.4132485,Northeast,Providence County,,
29601,Greenville,Greenville,SC,34.8584717,-82.4137922,Southeast,,,
57751,Keystone,Keystone,SD,43.8932556,-103.4259795,Midwest,,,
37416,Grand Junction,Chattanooga,TN,35.0680074,-85.2061331,Southeast,Hamilton County,,
75860,Trinity and Brazos Valley Railroad Depot and Office Building,Teague,TX,31.6257257,-96.285251,South Central,Freestone County,,
84401,Ogden,Ogden,UT,41.2243614,-111.98069,Mountain,,,
24361,The Depot,Emory,VA,36.7752756,-81.8282194,Mid-Atlantic,Washington County,,
05060,Randolph,Randolph,VT,43.9224349,-72.6656293,Northeast,Orange County,,
98158,S Gates,SeaTac,WA,47.4389414,-122.302668,West,King County,,
54603,La Crosse,La Crosse,WI,43.8333134,-91.2471919,Midwest,,,
25136,Montgomery,Montgomery,WV,38.1807578,-81.3239472,Mid-Atlantic,Fayette County,,
35401,Tuscaloosa,Tuscaloosa,AL,33.1933932,-87.56016,Southeast,Tuscaloosa County,,
71998,Arkadelphia,Arkadelphia,AR,34.1141918,-93.0529819,South Central,Clark County,,
85128,Coolidge Railroad Station,Coolidge,AZ,32.9795056,-111.5156795,Southwest,Pinal County,,
90802,Downtown Long Beach,Long Beach,CA,33.7680387,-118.1929586,West,Los Angeles County,,
80120,Littleton - Mineral,Littleton,CO,39.5801859,-105.0249845,Mountain,,,
06880,Green's Farms,Westport,CT,41.1223573,-73.314955,Northeast,,,
20006,Farragut West,Washington,DC,38.9013497,-77.0404456,,,,
19716,Newark,Newark,DE,39.6701701,-75.7527691,Mid-Atlantic,New Castle County,,
33442,Deerfield Beach,Deerfield Beach,FL,26.3170755,-80.1223386,Southeast,Broward County,,
30318,Bankhead,Atlanta,GA,33.7722571,-84.4289408,Southeast,Fulton County,,
96701,Hālawa / Aloha Stadium,Aiea,HI,21.3711166,-157.933804,Pacific,,,
50036,High Bridge - South,Centerville,IA,42.0890458,-93.9307753,Midwest,Boone County,,
60525,Stone Avenue,La Grange,IL,41.814332,-87.8779199,Midwest,,,
46402,Gary Metro Center,Gary,IN,41.6048235,-87.3383075,Midwest,,,
67114,Newton,Newton,KS,38.047058,-97.3444588,Midwest,Harvey County,,
45101,Maysville,Maysville,KY,38.652132,-83.7711332,Southeast,Mason County,,
70402,Hammond,Hammond,LA,30.5069542,-90.4620786,South Central,Tangipahoa Parish,,
02127,Andrew,Boston,MA,42.3300185,-71.0571623,Northeast,Suffolk County,,
20877,Gaithersburg,Gaithersburg,MD,39.1415292,-77.1924423,Mid-Atlantic,,,
04535,Alna Center,Alna,ME,44.0820676,-69.6238944,Northeast,Lincoln County,,
49120,Niles,Niles,MI,41.8373155,-86.2523395,Midwest,Berrien County,,
55101,Saint Paul Union Depot,Saint Paul,MN,44.9466778,-93.0847148,Midwest,,,
63105,Forsyth,University City,MO,38.6489873,-90.3280299,Midwest,,,
38930,Greenwood,Greenwood,MS,33.5170815,-90.1763633,Southeast,Leflore County,,
59201,Wolf Point,Wolf Point,MT,48.0915165,-105.6430319,Mountain,Roosevelt County,,
28203,Carson,Charlotte,NC,35.2188191,-80.8508781,Southeast,,,
58801,Williston,Williston,ND,48.1428419,-103.6211216,Midwest,Williams County,,
68506,Train Depot,Lincoln,NE,40.800354,-96.6797734,Midwest,Lancaster County,,
03589,Marshfield Base Station,Marshfield Station,NH,44.2704669,-71.3506683,Northeast,Coös County,,
07311,Exchange Place,Jersey City,NJ,40.7160215,-74.0341139,Mid-Atlantic,Hudson County,,
87301,Gallup,Gallup,NM,35.5292702,-108.7401738,Southwest,,,
89109,Harrah's/The Linq,Paradise,NV,36.1188801,-115.1685143,West,Clark County,,
11415,Kew Gardens,New York,NY,40.7095633,-73.8307965,Mid-Atlantic,Queens County,,
44214,Sterling,Harrisville Township,OH,41.0002507,-81.987438,Midwest,Medina County,,
73401,Ardmore,Ardmore,OK,34.1727298,-97.1253365,South Central,,,
97208,Portland Union Station,Portland,OR,45.5289685,-122.677009,West,Multnomah County,,
19053,Neshaminy Falls,Bensalem Township,PA,40.146926,-74.962199,Mid-Atlantic,Bucks County,,
02892,Kingston,South Kingstown,RI,41.4840267,-71.5606624,Northeast,South County,,
29945,Yemassee,Yemassee,SC,32.6881329,-80.8470167,Southeast,Hampton County,,
37122,Mount Juliet,Mount Juliet,TN,36.1993615,-86.5169818,Southeast,Wilson County,,
76230,Fort Worth and Denver City Depot,Bowie,TX,33.5492733,-97.8336454,South Central,Montague County,,
84101,Courthouse,Salt Lake City,UT,40.7591491,-111.891103,Mountain,Salt Lake County,,
20310,Pentagon,Arlington,VA,38.8691306,-77.054076,Mid-Atlantic,Arlington County,,
05301,Brattleboro,Brattleboro,VT,42.8506282,-72.5563288,Northeast,,,
98158,C Gates,SeaTac,WA,47.4460556,-122.30377,West,King County,,
53177,Sturtevant,Sturtevant,WI,42.7182996,-87.9062037,Midwest,,,
25701,Huntington,Huntington,WV,38.415943,-82.4397206,Mid-Atlantic,Cabell County,,
35203,Birmingham,Birmingham,AL,33.5123059,-86.8071775,Southeast,,,
75501,Texarkana,Texarkana,AR,33.4201517,-94.0424216,South Central,Miller County,,
86324,Clarkdale,Clarkdale,AZ,34.7765103,-112.0563373,Southwest,Yavapai County,,
90802,5th Street,Long Beach,CA,33.7735381,-118.1893802,West,Los Angeles County,,
80120,Littleton Downtown,Littleton,CO,39.6119672,-105.0148746,Mountain,,,
06037,Berlin,Berlin,CT,41.6360818,-72.7651898,Northeast,,,
20003,Stadium–Armory,Washington,DC,38.888334,-76.9770859,,,,
33147,Miami,Miami,FL,25.8494759,-80.2579786,Southeast,,,
30303,Peachtree Center,Atlanta,GA,33.7581455,-84.3876126,Southeast,Fulton County,,
96701,Kalauao / Pearlridge,Aiea,HI,21.3838668,-157.9470953,Pacific,,,
52601,Burlington,Burlington,IA,40.8057629,-91.1018086,Midwest,,,
60546,Riverside,Riverside,IL,41.8271084,-87.8211072,Midwest,,,
46403,Miller,Gary,IN,41.5976654,-87.2680448,Midwest,,,
67801,Dodge City,Dodge City,KS,37.7523983,-100.0162311,Midwest,Ford County,,
41101,Ashland,Ashland,KY,38.4810949,-82.6400145,Southeast,Boyd County,,
70560,New Iberia,New Iberia,LA,30.0084876,-91.823904,South Central,Iberia Parish,,
02445,Brookline Village,Brookline,MA,42.3325698,-71.1169495,Northeast,,,
20895,Kensington,Kensington,MD,39.0267773,-77.0718083,Mid-Atlantic,Montgomery County,,
04578,Top of the Mountain,Alna,ME,44.0954851,-69.6241732,Northeast,Lincoln County,,
48226,Michigan,Detroit,MI,42.33136,-83.0520837,Midwest,,,
55155,Capitol/Rice Street,Saint Paul,MN,44.9557251,-93.1051011,Midwest,Ramsey County,,
63105,Clayton,Clayton,MO,38.6456168,-90.339936,Midwest,,,
39401,Hattiesburg,Hattiesburg,MS,31.3271694,-89.286375,Southeast,Forrest County,,
59474,Shelby,Shelby,MT,48.5068451,-111.857175,Mountain,Toole County,,
28203,Bland Street,Charlotte,NC,35.2157775,-80.8551939,Southeast,,,
58250,Train Station,Lankin,ND,48.3135353,-97.9248956,Midwest,Walsh County,,
03860,North Conway,Conway,NH,44.051924,-71.128741,Northeast,Carroll County,,
07302,Essex Street,Jersey City,NJ,40.7128648,-74.0359523,Mid-Atlantic,Hudson County,,
87002,Belen,Belen,NM,34.6631728,-106.7664377,Southwest,Valencia County,,
89109,Caesars Palace/Flamingo,Paradise,NV,36.1160392,-115.1685487,West,Clark County,,
11413,Laurelton,New York,NY,40.668518,-73.7518434,Mid-Atlantic,Queens County,,
44214,Creston,Harrisville Township,OH,41.0002588,-81.9862456,Midwest,Medina County,,
73075,Pauls Valley,Pauls Valley,OK,34.7417753,-97.2184015,South Central,Garvin County,,
97311,Salem,Salem,OR,44.9323459,-123.028237,West,Marion County,,
19027,Melrose Park,Melrose Park,PA,40.0594779,-75.1291394,Mid-Atlantic,,,
02888,T. F. Green Airport,Warwick,RI,41.7275555,-71.4420942,Northeast,Kent County,,
29405,North Charleston Transit Center,North Charleston,SC,32.8754081,-79.9982712,Southeast,Charleston County,,
37201,Train Station,Nashville,TN,36.1622058,-86.7739368,Southeast,Davidson County,,
76657,McGregor,McGregor,TX,31.4434196,-97.4046997,South Central,,,
84101,900 South,Salt Lake City,UT,40.7504444,-111.896824,Mountain,Salt Lake County,,
22151,Backlick Road,Springfield,VA,38.7969642,-77.1840449,Mid-Atlantic,,,
05735,Castleton,Castleton,VT,43.6134645,-73.1712575,Northeast,Rutland County,,
98826,Leavenworth,Leavenworth,WA,47.6060283,-120.64324,West,,,
53203,Milwaukee,Milwaukee,WI,43.0343496,-87.9173923,Midwest,,,
24986,White Sulphur Springs,White Sulphur Springs,WV,37.7866144,-80.3038281,Mid-Atlantic,Greenbrier County,,
36576,Main Train Station,Silverhill,AL,30.502185,-87.7891604,Southeast,,,
71801,Hope,Hope,AR,33.6690025,-93.5922879,South Central,Hempstead County,,
85034,Terminal 3,Phoenix,AZ,33.4347411,-112.0100737,Southwest,Maricopa County,,
94043,San Antonio,Mountain View,CA,37.4074107,-122.1072412,West,Santa Clara County,,
80222,Yale,Denver,CO,39.6686335,-104.9270833,Mountain,,,
06511,State Street,New Haven,CT,41.3052469,-72.9218177,Northeast,,,
20020,Congress Heights,Washington,DC,38.8451339,-76.988078,,,,
33156,Dadeland South,Kendall,FL,25.6850336,-80.3136848,Southeast,Miami-Dade County,,
39310,West Lake,Atlanta,GA,33.7533207,-84.4453009,Southeast,Fulton County,,
96782,Waiawa / Pearl Highlands,Pearl City,HI,21.3966558,-157.9798546,Pacific,,,
52132,Calmar Depot,Calmar,IA,43.1838879,-91.8648248,Midwest,Winneshiek County,,
60402,Berwyn,Berwyn,IL,41.8333118,-87.7934768,Midwest,,,
46312,East Chicago,East Chicago,IN,41.6116301,-87.4789776,Midwest,,,
67504,Hutchinson,Hutchinson,KS,38.0556541,-97.9309424,Midwest,Reno County,,
40203,Transit Authority of River City,Louisville,KY,38.2467236,-85.7688834,Southeast,,,
70509,Lafayette,Lafayette,LA,30.2267082,-92.0142665,South Central,Lafayette Parish,,
02269,Quincy Adams,Quincy,MA,42.233274,-71.0068894,Northeast,Norfolk County,,
21777,Point of Rocks,Point of Rocks,MD,39.2735259,-77.5331547,Mid-Atlantic,Frederick County,,
04072,Saco,Saco,ME,43.4961116,-70.4492113,Northeast,York County,,
49047,Dowagiac,Dowagiac,MI,41.9809055,-86.1089472,Midwest,,,
55146,Central Station,Saint Paul,MN,44.9461853,-93.0922402,Midwest,Ramsey County,,
63117,Richmond Heights,Richmond Heights,MO,38.6348796,-90.342056,Midwest,,,
39520,Bay Saint Louis,Bay St. Louis,MS,30.3085857,-89.3343169,Southeast,,,
59434,East Glacier Park,East Glacier Park Village,MT,48.4422306,-113.2193626,Mountain,Glacier County,,
28081,Kannapolis Rotary Station,Kannapolis,NC,35.5031383,-80.6326927,Southeast,,,
58202,Grand Forks,Grand Forks,ND,47.9174341,-97.1108781,Midwest,Grand Forks County,,
01950,Newburyport,Newburyport,NH,42.7970196,-70.8776453,Northeast,,,
07302,Marin Boulevard,Jersey City,NJ,40.7144578,-74.0432714,Mid-Atlantic,Hudson County,,
87740,Raton,Raton,NM,36.900921,-104.4379684,Southwest,Colfax County,,
89801,Elko,Elko,NV,40.8364607,-115.7504966,West,,,
10301,St. George,New York,NY,40.6439626,-74.0734416,Mid-Atlantic,,,
44214,Ohio Grand Central,Harrisville Township,OH,40.9993513,-81.9868328,Midwest,Medina County,,
73080,Purcell,Purcell,OK,35.0120416,-97.3570418,South Central,,,
97601,Klamath Falls,Klamath Falls,OR,42.2254786,-121.7718118,West,Klamath County,,
19027,Elkins Park,Elkins Park,PA,40.0712142,-75.1278444,Mid-Atlantic,,,
06379,Westerly,Westerly,RI,41.3812001,-71.829886,Northeast,South County,,
29305,Spartanburg,Spartanburg,SC,34.953525,-81.9375278,Southeast,Spartanburg County,,
38401,Columbia Union Station,Columbia,TN,35.6080707,-87.0373781,Southeast,,,
76031,Cleburne,Cleburne,TX,32.3497679,-97.382221,South Central,,,
84132,University Medical Center,Salt Lake City,UT,40.769541,-111.8388623,Mountain,Salt Lake County,,
22209,Rosslyn,Arlington,VA,38.8959791,-77.0709087,Mid-Atlantic,,,
05478,St. Albans,St Albans,VT,44.8122728,-73.0860986,Northeast,,,
99139,Train Station,Ione,WA,48.7409369,-117.423422,West,Pend Oreille County,,
53140,Kenosha,Kenosha,WI,42.5858211,-87.8258025,Midwest,,,
25936,Thurmond,Thurmond,WV,37.9571225,-81.0788132,Mid-Atlantic,Fayette County,,
36576,7.5 Inch Gauge Station,Silverhill,AL,30.5021812,-87.7889894,Southeast,,,
72476,Walnut Ridge,Walnut Ridge,AR,36.0675321,-90.9567801,South Central,,,
85280,University Dr/Rural Rd,Tempe,AZ,33.4207657,-111.926913,Southwest,Maricopa County,,
94041,Mountain View,Mountain View,CA,37.3943403,-122.0758771,West,Santa Clara County,,
80237,Southmoor,Denver,CO,39.6485589,-104.9162593,Mountain,,,
06516,West Haven,West Haven,CT,41.2709645,-72.9632651,Northeast,South Central Connecticut Planning Region,,
20016,Tenleytown–AU,Washington,DC,38.9480661,-77.0793047,,,,
33143,Dadeland North,Kendall,FL,25.691956,-80.3051175,Southeast,Miami-Dade County,,
30341,Chamblee,Chamblee,GA,33.8874715,-84.3063596,Southeast,,,
96782,Hālaulani / Leeward Community College,Pearl City,HI,21.394349,-157.985684,Pacific,,,
52501,Ottumwa,Ottumwa,IA,41.0185573,-92.4147859,Midwest,Wapello County,,
60804,Cicero,Cicero,IL,41.8441269,-87.7461185,Midwest,,,
46360,Michigan City-11th Street,Michigan City,IN,41.7120384,-86.8968942,Midwest,,,
